class,Sink,Sink
label,HD,ED
source,heat_balance,electrical_balance
target,HD,ED
attribute,actual_value,variable_costs
,0.6375508899,-74.97
,0.6807624171,-97.02
,0.708427637,-73.78
,0.6761924578,-64.93
,0.6259754411,-58.51
,0.5206225686,-54.93
,0.3591816147,-56
,0.3435743543,-50
,0.3288316944,-43.1
,0.3357670981,-40.48
,0.3511661988,-39.96
,0.3894871666,-36.39
,0.4867486336,-37.52
,0.6698060903,-39.8
,0.79253816,-49.93
,0.7420677098,-58.82
,0.6852768699,-67.48
,0.6380512229,-62.74
,0.5885431694,-63.09
,0.5601103342,-63.36
,0.5451023136,-63.39
,0.5454221492,-69.03
,0.552236406,-68.52
,0.5689949615,-69.55
,0.5986841669,-72.52
,0.6392614099,-81.6
,0.6652400878,-71.87
,0.6349700467,-62.71
,0.5878143869,-51.32
,0.4888840937,-49.93
,0.3372849905,-46.82
,0.3226291883,-44.22
,0.3069474787,-43.92
,0.3134213214,-42.54
,0.3277955902,-42.24
,0.3635662433,-42.24
,0.4543548218,-39.5
,0.625229545,-37.5
,0.7397936216,-35.31
,0.6926820512,-37.07
,0.6396707222,-38.66
,0.5955880091,-42
,0.549374787,-43.67
,0.522834197,-50.59
,0.5088249812,-50.47
,0.5091235316,-46.56
,0.5154842899,-45
,0.5311275398,-45.03
,0.5588408867,-46.94
,0.5967176563,-62.51
,0.6209674163,-62.75
,0.5927118895,-59.86
,0.5486945059,-51.02
,0.4563481637,-43.9
,0.3148381959,-45
,0.3011577582,-41.77
,0.2352174638,-48.83
,0.2427841538,-45.79
,0.2568267129,-43.23
,0.2987531112,-46.01
,0.4060921846,-42.08
,0.5429218873,-41.96
,0.5999241577,-38.87
,0.5631782391,-39.58
,0.5051598618,-42.36
,0.459469102,-50
,0.4205477906,-53.27
,0.3929758416,-56.03
,0.3783125007,-52.04
,0.3741871752,-46.98
,0.3792794088,-45.59
,0.3952203469,-49.93
,0.4292706457,-55
,0.4661807607,-66.18
,0.488968363,-64.5
,0.4682574132,-61.24
,0.4243838515,-50.66
,0.340604113,-44.42
,0.2443515837,-45.66
,0.2303542648,-42.56
,0.2568327585,-48.19
,0.2650947891,-44.88
,0.2804277884,-42.84
,0.3262070103,-42
,0.443410002,-41.45
,0.592813662,-43.88
,0.6550541528,-46.58
,0.6149314698,-69.93
,0.5515814972,-72.2
,0.5016919879,-75.88
,0.459194005,-75.95
,0.429088333,-75.42
,0.4130775056,-71.06
,0.4085730834,-67.03
,0.4141332677,-64.84
,0.4315390971,-62.54
,0.4687184464,-66.11
,0.509020414,-77.31
,0.5339020818,-79.46
,0.5112879006,-67.06
,0.4633825802,-59.17
,0.3719039077,-50.56
,0.266806258,-50.06
,0.2515226564,-46.03
,0.2352174638,-43.98
,0.2427841538,-42.16
,0.2568267129,-43.22
,0.2987531112,-41.14
,0.4060921846,-40.92
,0.5429218873,-42.39
,0.5999241577,-49.67
,0.5631782391,-72.8
,0.5051598618,-68.32
,0.459469102,-68.18
,0.4205477906,-67.79
,0.3929758416,-69.84
,0.3783125007,-67.49
,0.3741871752,-66.96
,0.3792794088,-66.12
,0.3952203469,-66.26
,0.4292706457,-69.73
,0.4661807607,-88.97
,0.488968363,-86.45
,0.4682574132,-71.82
,0.4243838515,-65.05
,0.340604113,-59.97
,0.2443515837,-55
,0.2303542648,-48.44
,0.2568327585,-41.46
,0.2650947891,-39.88
,0.2804277884,-39.24
,0.3262070103,-38.26
,0.443410002,-39.44
,0.592813662,-42
,0.6550541528,-49.89
,0.6149314698,-59.96
,0.5515814972,-60.9
,0.5016919879,-61.6
,0.459194005,-60.55
,0.429088333,-61.47
,0.4130775056,-61.63
,0.4085730834,-61.7
,0.4141332677,-61.81
,0.4315390971,-64.08
,0.4687184464,-65.94
,0.509020414,-82.03
,0.5339020818,-80.32
,0.5112879006,-64.93
,0.4633825802,-58.06
,0.3719039077,-48.29
,0.266806258,-47.28
,0.2515226564,-42.36
,0.3288316944,-41
,0.3357670981,-37.13
,0.3511661988,-36.74
,0.3894871666,-35.08
,0.4867486336,-33.99
,0.6698060903,-38.35
,0.79253816,-45.12
,0.7420677098,-58.59
,0.6852768699,-61.43
,0.6380512229,-60.87
,0.5885431694,-60.69
,0.5601103342,-61.33
,0.5451023136,-58.91
,0.5454221492,-58.09
,0.552236406,-57.92
,0.5689949615,-57.54
,0.5986841669,-61.06
,0.6392614099,-72.99
,0.6652400878,-67.39
,0.6349700467,-57.1
,0.5878143869,-49.43
,0.4888840937,-45.4
,0.3372849905,-46.3
,0.3226291883,-42.49
,0.3288316944,-39.33
,0.3357670981,-38.71
,0.3511661988,-32.51
,0.3894871666,-23.34
,0.4867486336,-23.56
,0.6698060903,-33.65
,0.79253816,-50.08
,0.7420677098,-59.28
,0.6852768699,-59.93
,0.6380512229,-60.58
,0.5885431694,-60.31
,0.5601103342,-59.93
,0.5451023136,-59.24
,0.5454221492,-58.46
